131.73076923076923, 985.3076923076923
132.5, 1001.5
135.49999999999997, 967.1666666666666
133.86363636363637, 1014.6818181818181
138.14285714285717, 1029.9642857142858
143.4, 1044.15
146.5, 965
148.5, 1056.2
153.5, 1067.05
157.5, 968.2727272727273
159, 1078.5
164.5, 1089.8
168.5, 969.2272727272727
169.5, 1100.85
174, 1111.75
179.5, 967.3636363636364
178, 1122.8125
180.77272727272728, 1135.909090909091
184, 1148.25
186.83333333333334, 1160.611111111111
190.5, 962.6818181818181
189.83333333333334, 1173.888888888889
192.83333333333334, 1186.388888888889
196.6, 1197.2
201.5, 954.7272727272727
203.36666666666667, 1209.5333333333333
211.14285714285714, 945.0357142857143
214.5, 1219.5454545454545
217.4, 931.85
221.16666666666666, 920.6111111111111
224, 908.8125
225.5, 1226.909090909091
227.5, 896.1363636363636
229.5, 882.8333333333334
233.04545454545453, 867.9545454545455
236.5, 1231.4545454545455
236.6, 853.95
238.94444444444446, 841.8333333333334
243.5, 829
247.5, 1234.590909090909
249.1153846153846, 817.6153846153846
255.95454545454547, 805.9090909090909
258.5, 1236.8181818181818
266.5, 795.5
269.5, 1238.1818181818182
277.5, 789.6363636363636
280.5, 1238.8636363636363
288.5, 788.3636363636364
291.5, 1238.5454545454545
299.5, 792.1818181818181
302.5, 1237.8181818181818
310, 801.65
313.5, 1237.1363636363637
317.3666666666667, 814.1333333333333
323.99999999999994, 825.8333333333334
324.5, 1236.409090909091
329.5, 837.1
334.5, 848.35
335.5, 1236
339.05555555555554, 859.5
344.40909090909093, 871.2272727272727
346.5, 1236.2727272727273
349.5, 883.05
354.5, 893.9
357.5, 1236.9545454545455
360, 904.7916666666666
366.5, 915.7142857142857
368.5, 1238.0454545454545
374.625, 924.4375
379.5, 1239.8181818181818
384.5, 932.7272727272727
390.5, 1242.409090909091
395.5, 938.9545454545455
401.5, 1245.3636363636363
406.5, 942.1818181818181
412.5, 1248.5454545454545
417.5, 944.0454545454545
423.5, 1251.909090909091
428.5, 944.9090909090909
434.5, 1255.2727272727273
439.5, 945
445.5, 1258.5
450.5, 944.4545454545455
456.5, 1261.2272727272727
461.5, 943.7727272727273
467.5, 1263.2272727272727
472.5, 942.9090909090909
478.5, 1264
483.5, 942.5909090909091
489.5, 1263.590909090909
494.5, 943.5
500.5, 1262
505.5, 946.7272727272727
511.5, 1259.1363636363637
516.5, 954.5454545454545
515.8076923076923, 1115.2307692307693
515.125, 1132.1875
516.8333333333334, 1143.0555555555557
518.3, 1099.15
519.5, 1087.2142857142858
520.9, 1154.65
522.5, 1254.7727272727273
523, 1074.1
524.7142857142856, 967.8928571428571
526.1363636363636, 1060
526, 1166.85
529, 1045.55
530, 980.625
531.4090909090909, 1179.1818181818182
532.1153846153846, 1029.8461538461538
533.5, 1248.3181818181818
532.4, 994.25
533.8636363636364, 1010.5
530.5, 1020.5
536.5, 1190.75
541, 1200.875
543.8571428571429, 1238.607142857143
545, 1211.875
546.7222222222222, 1224.7777777777778
